158	137	222
157	138	222
157	138	222
157	138	222
156	138	222
156	137	222
155	133	222
160	160	128
155	133	222
160	160	128
154	132	222
154	132	222
154	133	222
153	133	222
154	139	222
152	134	222
160	160	128
152	132	222
160	160	128
152	137	222
150	133	222
160	160	128
151	136	222
160	160	128
151	136	222
151	137	222
151	138	222
151	138	222
150	138	222
148	135	222
160	160	128
148	136	222
160	160	128
152	144	222
152	144	222
151	144	222
151	145	222
151	145	222
151	145	222
151	145	222
151	145	222
150	145	222
160	160	128
150	145	222
149	144	222
160	160	128
150	146	222
149	146	222
149	146	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
150	151	222
160	160	128
160	160	128
160	160	128
160	160	128
149	152	222
149	152	222
149	152	222
148	152	222
148	152	222
148	152	222
148	152	222
147	152	222
147	152	222
147	152	222
146	152	222
147	152	222
146	152	222
146	152	222
146	152	222
145	152	222
145	152	222
142	151	222
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
160	160	128
140	153	222
160	160	128
160	160	128
114	146	222
160	160	128
114	147	222
160	160	128
113	147	222
160	160	128
113	148	222
160	160	128
112	148	222
110	148	222
50	137	222
50	138	222
50	140	222
50	141	222
160	160	128
50	142	222
160	160	128
50	143	222
50	145	222
50	146	222
51	147	222
51	149	222
51	150	222
51	151	222
52	152	222
52	154	222
52	155	222
52	156	222
52	157	222
52	158	222
52	160	222
52	161	222
52	162	222
43	163	222
20	166	222
19	167	222
106	164	222
108	164	222
109	165	222
109	165	222
23	178	222
22	179	222
21	181	222
22	183	222
160	160	128
22	184	222
160	160	128
22	186	222
22	187	222
22	189	222
22	191	222
22	192	222
122	169	222
123	170	222
124	170	222
126	170	222
127	170	222
127	170	222
128	170	222
129	170	222
130	171	222
130	171	222
131	171	222
131	171	222
132	171	222
132	172	222
132	172	222
132	172	222
133	172	222
133	173	222
133	173	222
133	173	222
133	174	222
134	174	222
133	174	222
133	175	222
133	175	222
132	176	222
132	177	222
131	178	222
131	178	222
160	160	128
0	279	222
160	160	128
4	277	222
160	160	128
6	279	222
160	160	128
7	281	222
160	160	128
6	284	222
160	160	128
9	285	222
10	287	222
-21	336	222
160	160	128
-21	340	222
160	160	128
-15	339	222
160	160	128
-10	337	222
160	160	128
-10	341	222
160	160	128
-9	344	222
160	160	128
13	347	222
160	160	128
16	348	222
160	160	128
20	346	222
160	160	128
24	345	222
160	160	128
36	334	222
160	160	128
37	337	222
151	173	222
152	173	222
152	173	222
152	173	222
153	172	222
153	172	222
153	172	222
153	172	222
153	172	222
154	172	222
154	172	222
154	172	222
154	172	222
154	172	222
154	172	222
155	172	222
155	172	222
155	172	222
155	172	222
155	172	222
155	173	222
156	173	222
156	173	222
156	173	222
156	173	222
156	173	222
156	173	222
156	173	222
156	173	222
157	173	222
157	174	222
157	174	222
157	174	222
157	174	222
157	174	222
157	174	222
158	174	222
158	174	222
158	174	222
158	174	222
158	175	222
159	175	222
159	175	222
159	175	222
159	175	222
159	175	222
159	175	222
159	176	222
